ID|REDUMP_NAME
SLES-01669|Nickelodeon Les Razmoket - A la Recherche de Reptar (France)
SLES-02524|Nickelodeon Les Razmoket - Font leur Cinema (France)
SLES-03343|Nickelodeon Les Razmoket a Paris - Le Film (France)
SLES-03732|Nickelodeon Rocket Power - Sauvetage Extreme (France)
SLES-03702|Nickelodeon Rocket Power - Team Rocket Rescue (Europe)
SLUS-01353|Nickelodeon Rocket Power - Team Rocket Rescue (USA)
SLES-01671|Nickelodeon Rugrats - Alla Ricerca di Reptar (Italy)
SLES-01670|Nickelodeon Rugrats - Auf der Suche nach Reptar (Germany)
SLES-01672|Nickelodeon Rugrats - De Speurtocht naar Reptar (Netherlands)
SLES-02911|Nickelodeon Rugrats - Excursion al estudio (Spain)
SLES-02049|Nickelodeon Rugrats - La Busqueda de Reptar (Spain)
SLES-01538|Nickelodeon Rugrats - Search for Reptar (Europe)
SLUS-00650|Nickelodeon Rugrats - Search for Reptar (USA)
SLUS-80650|Nickelodeon Rugrats - Search for Reptar (USA) (Demo)
SLES-02525|Nickelodeon Rugrats - Studio Tour (Europe)
SLES-02523|Nickelodeon Rugrats - Studio Tour (Germany)
SLES-02912|Nickelodeon Rugrats - Studio Tour (Italy)
SLUS-00880|Nickelodeon Rugrats - Studio Tour (USA)
SLES-03544|Nickelodeon Rugrats - Totally Angelica (Europe)
SLUS-01364|Nickelodeon Rugrats - Totally Angelica (USA)
SLES-03344|Nickelodeon Rugrats en Paris - La pelicula (Spain)
SLES-03342|Nickelodeon Rugrats in Paris - The Movie (Europe)
SLUS-01116|Nickelodeon Rugrats in Paris - The Movie (USA)
SLES-03704|Nickelodeon SpongeBob SquarePants - SuperSponge (Europe)
SLUS-01352|Nickelodeon SpongeBob SquarePants - SuperSponge (USA)
SLES-03153|Nicktoons Racing (Europe) (En,Fr,De,Es,It,Pt)
SLUS-01047|Nicktoons Racing (USA)
SLPS-00111|Night Head - The Labyrinth (Japan)
SLPM-87048|Night Raid (Japan)
SLPS-00050|Night Striker (Japan)
SCES-00582|Nightmare Creatures (Europe)
SCES-00684|Nightmare Creatures (Germany)
SIPS-60027|Nightmare Creatures (Japan)
SLUS-00582|Nightmare Creatures (USA)
SLUS-90011|Nightmare Creatures (USA) (Demo)
SLES-02751|Nightmare Creatures II (Europe) (En,Fr,De)
SLUS-01112|Nightmare Creatures II (USA)
SLPS-01045|Nightmare Project - Yakata (Japan) (Disc 1)
SLPS-01046|Nightmare Project - Yakata (Japan) (Disc 2)
SLPS-01047|Nightmare Project - Yakata (Japan) (Disc 3)
SLPS-00561|Nightruth - Explanation of the Paranormal - 'Yami no Tobira' (Japan)
SLPS-01667|Nihon Pro Golf Kyoukai Kanshuu - Double Eagle (Japan)
SLPM-80086|Nihon Pro Golf Kyoukai Kanshuu - Double Eagle (Japan) (Demo)
SLPS-00793|Nihon Pro Mahjong Renmei Kounin - Doujou Yaburi (Japan)
SLPS-03128|Nihon Pro Mahjong Renmei Kounin - Doujou Yaburi 2 (Japan)
SLPS-01653|Nihon Pro Mahjong Renmei Kounin - Honkaku Pro Mahjong - Shin Tetsuman (Japan)
SLPS-01826|Nihon Pro Mahjong Renmei Kounin - Tehodoki Mahjong Nyuumon-hen (Japan)
SLPM-86575|Nihon Sumou Kyoukai Kounin - Nihon Oozumou (Japan)
SLPM-87039|Nijiiro Dodgeball - Otome-tachi no Seishun (Japan)
SLPS-01506|Nijiiro Twinkle - Guru Guru Daisakusen (Japan)
SLPS-02854|Ningyo no Rakuin (Japan)
SLES-00757|Ninja - L'Ombre des Tenebres (France)
SLES-01554|Ninja - Shadow of Darkness (Europe)
SLES-00076|Ninja - Shadow of Darkness (Europe) (Beta)
SLED-01413|Ninja - Shadow of Darkness (Europe) (Demo 1)
SLED-01414|Ninja - Shadow of Darkness (Europe) (Demo 2)
SLES-00756|Ninja - Shadow of Darkness (Europe) (Es,It)
SLES-00758|Ninja - Shadow of Darkness (Germany)
SLUS-00435|Ninja - Shadow of Darkness (USA)
SLPS-00494|Ninja Jajamaru-kun - Onigiri Ninpouchou (Japan)
SLPS-00172|Ninkuu (Japan)
SLPS-03493|Ninpuu Sentai Hurricanger (Japan)
SLPS-01757|Ninteiou - Zen Nihon Tsume Shougi Renmei Kaichou Okada Toshi no Tsume Shougi Kyoushitsu (Japan)
SLPM-86917|Nippon Ichi Mahjong - Souryuu (Japan) (Major Wave)
SLPS-02175|Nishijin Pachinko Tengoku EX (Japan)
SLPS-00614|Nishijin Pachinko Tengoku Vol. 1 (Japan)
SLPS-00886|Nishijin Pachinko Tengoku Vol. 2 (Japan)
SLPS-01761|Nishijin Pachinko Tengoku Vol. 3 (Japan)
SLPS-03268|Nishijin Pachinko Tettei Kouryaku - CR Hanaman Sokuhou & CR Obake Land (Japan)
SLPS-01024|Nissan Presents - Over Drivin' - Skyline Memorial (Japan)
SLPM-80160|Nissan Presents - Over Drivin' - Skyline Memorial (Japan) (Demo)
SLUS-01000|No Fear Downhill Mountain Bike Racing (USA)
SLED-02450|No Fear Downhill Mountain Biking (Europe) (Demo)
SLES-00849|No Fear Downhill Mountain Biking (Europe) (En,Fr,De,Es,It,Sv)
SLES-01354|No One Can Stop Mr. Domino (Europe)
SLUS-00804|No One Can Stop Mr. Domino (USA)
SLUS-80804|No One Can Stop Mr. Domino (USA) (Demo)
SLPS-00493|No-appointment Gals Olympos - Apo Nashi Gals Olympos (Japan)
SLPS-00862|Nobunaga Hiroku - Geten no Yume (Japan)
SLPS-00337|Nobunaga Shippuuki - Kirameki (Japan)
SLPM-86604|Nobunaga no Yabou - Bushou Fuuunroku (Japan)
SLPM-86992|Nobunaga no Yabou - Haouden (Japan)
SLPM-86300|Nobunaga no Yabou - Reppuuden (Japan)
SLPM-86483|Nobunaga no Yabou - Reppuuden with Power-Up Kit (Japan) (Rev 1)
SLPS-00423|Nobunaga no Yabou - Returns (Japan)
SLPS-01247|Nobunaga no Yabou - Sengoku Gunyuuden (Japan)
SLPS-01115|Nobunaga no Yabou - Shouseiroku (Japan)
SLPM-86376|Nobunaga no Yabou - Shouseiroku (Japan) (Rev 1)
SLPS-00319|Nobunaga no Yabou - Tenshouki (Japan)
SLPS-00980|Nobunaga no Yabou - Tenshouki with Power-Up Kit (Japan)
SLPM-86605|Nobunaga no Yabou - Zenkokuban (Japan)
SLES-03529|Noddy - Una Aventura Magica (Spain)
SLES-02878|Noddy's Magic Adventure (Europe) (En,Fr)
SLPM-86063|Noon (Japan)
SLUS-00466|Norse by Norsewest - The Return of the Lost Vikings (USA)
SLPS-00274|Not Treasure Hunter (Japan)
SLES-00749|Note, The (Europe) (En,Fr,De,Es,It)
SCES-00011|Novastorm (Europe) (Disc 1)
SCES-10011|Novastorm (Europe) (Disc 2)
SLPS-00314|Novastorm (Japan) (Disc 1)
SLPS-00315|Novastorm (Japan) (Disc 2)
SCUS-94404|Novastorm (USA) (Disc 1)
SCUS-94407|Novastorm (USA) (Disc 2)
SLPS-02009|Novels - Game Center Arashi R (Japan)
SLPS-00294|NuPa - Numeric Paint Puzzle (Japan)
SLES-00919|Nuclear Strike (Europe)
SLES-00920|Nuclear Strike (France)
SLES-00921|Nuclear Strike (Germany)
SLUS-00518|Nuclear Strike (USA)
SLUS-80518|Nuclear Strike (USA) (Demo)
SLPM-86880|Nukumori no Naka de - In the Warmth (Japan)
SLPS-01939|Nurse Story (Japan)
SLPS-00442|Nyan to Wonderful (Japan)
SLES-01391|O.D.T. (Europe)
SLES-01409|O.D.T. (France)
SLED-01574|O.D.T. (France) (Demo)
SLES-01410|O.D.T. (Germany)
SLED-01575|O.D.T. (Germany) (Demo)
SLES-01411|O.D.T. (Italy)
SLES-01412|O.D.T. (Spain)
SLUS-00698|O.D.T. (USA)
SLUS-90043|O.D.T. (USA) (Demo)
SCED-02851|OPSM Best Ever Ever Games Demo (Europe)
SCED-03239|OPSM Best PS One Games Ever (Europe, Australia)
SCED-02492|OPSM Best Racing Game Ever (Europe)
SLPS-01899|Oasis Road (Japan)
SLPM-86681|Ocha no Ma Battle (Japan)
SLPM-86337|Oda Nobunaga Den (Japan)
SLES-01480|Oddworld - Abe's Exoddus (Europe) (Disc 1)
SLES-11480|Oddworld - Abe's Exoddus (Europe) (Disc 2)
SLES-01503|Oddworld - Abe's Exoddus (Germany) (Disc 1)
SLES-11503|Oddworld - Abe's Exoddus (Germany) (Disc 2)
SLES-01504|Oddworld - Abe's Exoddus (Italy) (Disc 1)
SLES-11504|Oddworld - Abe's Exoddus (Italy) (Disc 2)
SLES-01505|Oddworld - Abe's Exoddus (Spain) (Disc 1)
SLES-11505|Oddworld - Abe's Exoddus (Spain) (Disc 2)
SLUS-00710|Oddworld - Abe's Exoddus (USA) (Disc 1)
SLUS-00731|Oddworld - Abe's Exoddus (USA) (Disc 2)
SLED-01608|Oddworld - Abe's Exoddus + Duke Nukem - Time To Kill + B-Movie (Europe) (Demo)
SLED-01655|Oddworld - Abe's Exoddus + Duke Nukem - Time to Kill + Duke Nukem - 3D (France) (En,Fr)
SLED-00725|Oddworld - Abe's Oddysee (Europe) (Demo)
SLES-00839|Oddworld - Abe's Oddysee (Germany)
SLES-00840|Oddworld - Abe's Oddysee (Italy)
SLES-00841|Oddworld - Abe's Oddysee (Spain)
SLUS-00190|Oddworld - Abe's Oddysee (USA)
SLUS-90004|Oddworld - Abe's Oddysee (USA) (Demo)
SLES-01502|Oddworld - L'Exode d'Abe (France) (Disc 1)
SLES-11502|Oddworld - L'Exode d'Abe (France) (Disc 2)
SLES-00838|Oddworld - L'Odyssee d'Abe (France)
SLPS-00754|Odo Odo Oddity (Japan)
SLPS-00462|Oehlins Hyper-Rally (Japan)
SLES-00047|Off-World Interceptor Extreme (Europe)
SLPS-00122|Off-World Interceptor Extreme (Japan)
SLUS-00020|Off-World Interceptor Extreme (USA)
SCZS-94106|Official Fan Book - Circadia - Special CD-ROM (Japan)
SCED-03375|Official PlayStation Magazine Best Games Ever 2000 (Europe)
SCED-02122|Official PlayStation Magazine Platinum Special Demo (Europe)
SCUS-94189|Official U.S. PlayStation Magazine Demo Disc 01 (USA)
SCUS-94198|Official U.S. PlayStation Magazine Demo Disc 02 (USA)
SCUS-94210|Official U.S. PlayStation Magazine Demo Disc 03 (USA)
SCUS-94211|Official U.S. PlayStation Magazine Demo Disc 04 (USA)
SCUS-94212|Official U.S. PlayStation Magazine Demo Disc 05 (USA)
SCUS-94213|Official U.S. PlayStation Magazine Demo Disc 06 (USA)
SCUS-94214|Official U.S. PlayStation Magazine Demo Disc 07 (USA)
SCUS-94215|Official U.S. PlayStation Magazine Demo Disc 08 (USA)
SCUS-94216|Official U.S. PlayStation Magazine Demo Disc 09 (USA)
SCUS-94217|Official U.S. PlayStation Magazine Demo Disc 10 (USA)
SCUS-94218|Official U.S. PlayStation Magazine Demo Disc 11 (USA)
SCUS-94219|Official U.S. PlayStation Magazine Demo Disc 12 (USA)
SCUS-94275|Official U.S. PlayStation Magazine Demo Disc 13 (USA)
SCUS-94276|Official U.S. PlayStation Magazine Demo Disc 14 (USA)
SCUS-94277|Official U.S. PlayStation Magazine Demo Disc 15 (USA)
SCUS-94278|Official U.S. PlayStation Magazine Demo Disc 16 (USA)
SCUS-94279|Official U.S. PlayStation Magazine Demo Disc 17 (USA)
SCUS-94280|Official U.S. PlayStation Magazine Demo Disc 18 (USA)
SCUS-94281|Official U.S. PlayStation Magazine Demo Disc 19 (USA)
SCUS-94282|Official U.S. PlayStation Magazine Demo Disc 20 (USA)
SCUS-94429|Official U.S. PlayStation Magazine Demo Disc 21 (USA)
SCUS-94430|Official U.S. PlayStation Magazine Demo Disc 22 (USA)
SCUS-94431|Official U.S. PlayStation Magazine Demo Disc 23 (USA)
SCUS-94432|Official U.S. PlayStation Magazine Demo Disc 24 (USA)
SCUS-94433|Official U.S. PlayStation Magazine Demo Disc 25 (USA)
SCUS-94434|Official U.S. PlayStation Magazine Demo Disc 26 (USA)
SCUS-94435|Official U.S. PlayStation Magazine Demo Disc 27 (USA)
SCUS-94436|Official U.S. PlayStation Magazine Demo Disc 28 (USA)
SCUS-94437|Official U.S. PlayStation Magazine Demo Disc 29 (USA)
SCUS-94438|Official U.S. PlayStation Magazine Demo Disc 30 (USA)
SCUS-94499|Official U.S. PlayStation Magazine Demo Disc 31 (USA)
SCUS-94583|Official U.S. PlayStation Magazine Demo Disc 32 (USA)
SCUS-94591|Official U.S. PlayStation Magazine Demo Disc 33 (USA)
SCUS-94593|Official U.S. PlayStation Magazine Demo Disc 34 (USA)
SCUS-94596|Official U.S. PlayStation Magazine Demo Disc 35 (USA)
SCUS-94599|Official U.S. PlayStation Magazine Demo Disc 36 (USA)
SCUS-94614|Official U.S. PlayStation Magazine Demo Disc 37 (USA)
SCUS-94617|Official U.S. PlayStation Magazine Demo Disc 38 (USA)
SCUS-94622|Official U.S. PlayStation Magazine Demo Disc 39 (USA)
SCUS-94628|Official U.S. PlayStation Magazine Demo Disc 40 (USA)
SCUS-94630|Official U.S. PlayStation Magazine Demo Disc 41 (USA)
SCUS-94631|Official U.S. PlayStation Magazine Demo Disc 42 (USA)
SCUS-94634|Official U.S. PlayStation Magazine Demo Disc 43 (USA) (EDC)
SCUS-94637|Official U.S. PlayStation Magazine Demo Disc 44 (USA)
SCUS-94645|Official U.S. PlayStation Magazine Demo Disc 45 (USA)
SCUS-94649|Official U.S. PlayStation Magazine Demo Disc 46 (USA)
SCUS-94652|Official U.S. PlayStation Magazine Demo Disc 47 (USA)
SCUS-94655|Official U.S. PlayStation Magazine Demo Disc 48 (USA)
SCUS-94658|Official U.S. PlayStation Magazine Demo Disc 50 (USA)
SCUS-94662|Official U.S. PlayStation Magazine Demo Disc 52 (USA)
SCUS-94664|Official U.S. PlayStation Magazine Demo Disc 54 (USA)
SCED-03408|Official UK PlayStation Best Games Ever! (UK)
SCZS-94101|Official Yarudora Fan Book - Double Cast - CD-ROM Special Data-shuu (Japan)
SCZS-94102|Official Yarudora Fan Book - Kisetsu o Dakishimete (Japan)
SCZS-94103|Official Yarudora Fan Book - Sampaguita (Japan)
SCZS-94104|Official Yarudora Fan Book - Yukiwari no Hana - CD-ROM Special Data-shuu (Japan)
SLUS-00467|Ogre Battle - Limited Edition (USA)
SLPS-02764|Oh No! (Japan)
SLPS-02680|Oh! Bakyuuun (Japan)
SLPS-00093|Oh-chan no Oekaki Logic (Japan)
SLPS-02145|Oh-chan no Oekaki Logic 2 (Japan) (Rev 1)
SLPS-03134|Oh-chan no Oekaki Logic 3 (Japan)
SLPM-86603|Oha-Studio Dance Dance Revolution (Japan)
SLPS-03497|Oja Majo DoReMi Dokkan! Nijiiro ParaDice (Japan)
SLPS-01495|Ojousama Express (Japan) (Disc 1)
SLPS-01496|Ojousama Express (Japan) (Disc 2)
SLPM-80255|Ojousama Express (Japan) (Taikenban)
SLPS-01386|Olympia, Takasago - Virtua Pachi-Slot III (Japan)
SLPS-00714|Olympia, Yamasa - Virtua Pachi-Slot II - Jissen! Bishoujo Kouryakuhou (Japan)
SLES-00110|Olympic Games (Europe) (En,Fr,De,Es,It)
SLES-00113|Olympic Soccer (Europe) (En,Fr,De,Es,It)
SLPS-00523|Olympic Soccer (Japan)
SLUS-00156|Olympic Soccer (USA)
SLUS-00148|Olympic Summer Games (USA)
SLES-04051|Omega Assault (Europe)
SCES-02120|Omega Boost (Europe) (En,Fr,De,Es,It)
SCPS-10020|Omega Boost (Japan) (En,Ja)
SCUS-94449|Omega Boost (USA)
SLPM-86439|Omiai Commando - Ba-Couple ni Tsukkomi o (Japan)
SLPS-01876|Omise de Tenshu (Japan)
SLPS-02815|Omizu no Hanamichi (Japan)
SLED-01170|One (Europe) (Demo)
SLES-00944|One (Europe) (En,Fr,De,Es,It)
SLPS-01812|One (Japan)
SLUS-00469|One (USA)
SLES-03723|One Piece Mansion (Europe)
SLPM-86837|One Piece Mansion (Japan)
SLPM-80617|One Piece Mansion (Japan) (Demo)
SLUS-01406|One Piece Mansion (USA)
SLPS-02585|One Two Smash - Tanoshii Tennis (Japan)
SLPS-00903|Ongaku Tkool - Kanadeeru 2 (Japan)
SLPS-03161|Ongaku Tkool 3 (Japan)
SLPS-00089|Oni Taiji!!, The - Mezase! Nidaime Momotarou (Japan)
SLPM-86989|Oni Taiji!!, The - Mezase! Nidaime Momotarou (Japan) (Major Wave)
SLES-00079|Onside Complete Soccer (Europe) (En,Fr,De,Es)
SLPS-02814|Ooedo Huusui Ingaritsu - Hanabi 2 (Japan)
SLPS-00874|Ooumi Nobunaga Den - Geten II (Japan)
SLPS-00418|Open Golf, The - History of Turnberry (Japan)
SLPS-01207|Option - Tuning Car Battle (Japan)
SLPS-91037|Option - Tuning Car Battle (Japan) (Rev 1)
SLPS-01857|Option - Tuning Car Battle 2 (Japan)
SLPS-02587|Option - Tuning Car Battle Spec R (Japan)
SLPS-00240|Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)
SCPS-10099|Ore no Ryouri (Japan)
SCPS-10074|Ore no Shikabane o Koete Yuke (Japan)
SLPS-02132|Ore no Yotto - Ganbare! Nippon Challenge (Japan) (En,Ja)
SLPS-01144|Ore! Tomba (Japan)
SLPM-80165|Ore! Tomba (Japan) (Demo)
SLES-03186|Oro e Gloria - La Strada per El Dorado (Italy)
SLES-03187|Oro y Gloria - La Ruta hacia El Dorado (Spain)
SLPS-02013|Osaka Naniwa Matenrou (Japan)
SLPM-87316|Oshigoto-shiki Jinsei Game - Mezase Shokugyou King (Japan)
SLPM-87047|Otenki Kororin (Japan)
SLPS-00136|Othello World II - Yume to Michi e no Chousen (Japan)
SLPM-86047|Other Life Azure Dreams (Japan)
SLPS-03531|Otogi Story - Tenshi no Shippo (Japan)
SLPS-02459|Otona no Asobi (Japan)
SLPS-03412|Oujisama Lv1 (Japan)
SLPS-03534|Oujisama Lv1.5 - Oujisama no Tamago (Japan)
SLPS-00438|Oukyuu no Hihou Tension (Japan)
SLPS-03235|Oumagatoki (Japan)
SLPM-80623|Oumagatoki (Japan) (Premium Fan Disc)
SLPS-02576|Our Graduation - Mahjong de Pon! Hanafuda de Koi! (Japan) (Disc 1) (Mahjong de Pon!)
SLPS-02577|Our Graduation - Mahjong de Pon! Hanafuda de Koi! (Japan) (Disc 2) (Hanafuda de Koi!)
SLPS-00327|Over Drivin' DX (Japan)
SLPM-80032|Over Drivin' DX - Rally Edition (Japan)
SLPS-00895|Over Drivin' II (Japan)
SLPS-01593|Over Drivin' III - Hot Pursuit (Japan)
SLPM-80298|Over Drivin' III - Hot Pursuit (Japan) (Taikenban)
SLPM-80437|Over Drivin' IV (Japan) (Demo)
SLES-00768|OverBlood (Europe)
SLES-00769|OverBlood (France)
SLES-00770|OverBlood (Germany)
SLPS-00392|OverBlood (Japan)
SLPM-86641|OverBlood (Japan) (Major Wave)
SLUS-00464|OverBlood (USA)
SLES-01879|OverBlood 2 (Europe) (Disc 1)
SLES-11879|OverBlood 2 (Europe) (Disc 2)
SLES-02187|OverBlood 2 (Germany) (Disc 1) (Rev 1)
SLES-12187|OverBlood 2 (Germany) (Disc 2) (Rev 1)
SLES-01880|OverBlood 2 (Italy) (Disc 1)
SLES-11880|OverBlood 2 (Italy) (Disc 2)
SLPS-01261|OverBlood 2 (Japan) (Disc 1)
SLPS-01262|OverBlood 2 (Japan) (Disc 2)
SLES-00865|Overboard! (Europe)
SLPS-02591|Oyaji no Jikan - Nee-chan Hanafuda de Shoubu ya! (Japan)
SLPS-03262|Oyaji no Jikan - Nee-chan Mahjong de Shoubu ya! (Japan)
SLPS-02590|Oyaji no Jikan - Nee-chan Tsuri Iku de! (Japan)
SLPM-86393|Oyako Entertainment Series - TV Kamishibai Vol. 1 (Japan)
SLPS-02335|Oz no Mahoutsukai - Another World - Rung Rung (Japan)
SCPS-10097|PAQA (Japan)
SLPS-00195|PD Ultraman Invader (Japan)
SLES-02061|PGA European Tour Golf (Europe) (En,De)
SLES-02396|PGA European Tour Golf (Europe) (Fr,Es,It)
SLES-00073|PGA Tour 96 (Europe)
SLPS-00245|PGA Tour 96 (Japan)
SLUS-00016|PGA Tour 96 (USA)
SLES-00437|PGA Tour 97 (Europe)
SLPS-00758|PGA Tour 97 (Japan)
SLUS-00261|PGA Tour 97 (USA)
SLES-00908|PGA Tour 98 (Europe)
SLUS-00517|PGA Tour 98 (USA)
SLES-00168|PO'ed (Europe) (En,Fr,De,Es,It)
SLPS-00437|PO'ed (Japan)
SLUS-00097|PO'ed (USA)
SCED-03675|PS One Demo Disc 02 (Europe) (En,Fr,De,Es,It)
SCED-03920|PS One Demo Disc 2002 (Europe) (En,Fr,De,Es,It)
SCED-03238|PS One Kids Autumn 2000 (Europe) (En,Fr,De,Es,It)
SCED-03340|PS One Kids Autumn 2000 (France) (En,Fr,De,Es,It)
SCED-03175|PS One Special Demo 01 (Europe) (En,Fr,De,Es,It)
SCUS-94696|PS One Winter 03 Kiosk Version 1.21 (USA)
SCED-04019|PSone Xmas Special (France)
SCPS-18002|PaRappa the Rapper (Japan)
SCUS-94195|PaRappa the Rapper (USA) (Demo)
SCUS-94183|PaRappa the Rapper (USA) (En,Fr,De,Es,It)
SCES-00743|PaRappa the Rapper - The Hip Hop Hero (Europe) (En,Fr,De,Es,It)
SLUS-90057|Pac-Man World (USA) (Demo)
SLUS-00439|Pac-Man World - 20th Anniversary (USA)
SCES-00934|Pac-Man World 20th Anniversary (Europe)
SCES-02277|Pac-Man World 20th Anniversary (France)
SCES-02278|Pac-Man World 20th Anniversary (Germany)
SCES-02279|Pac-Man World 20th Anniversary (Italy)
SLPS-02345|Pac-Man World 20th Anniversary (Japan)
SCES-02280|Pac-Man World 20th Anniversary (Spain)
SLPS-02122|Paca Paca Passion (Japan)
SLPS-02720|Paca Paca Passion 2 (Japan)
SLPS-03420|Paca Paca Passion Special (Japan)
SLPS-00288|Pachi Pachi Saga (Japan)
SLPS-01848|Pachi Slot Teiou - Big Wave, Pika Gorou, BB Junky 7 (Japan)
SLPS-02782|Pachi Slot Teiou W - Arabesque R, Hot Rod Queen (Japan)
SLPS-01968|Pachi-Slot Aruze Oukoku (Japan)
SLPS-02416|Pachi-Slot Aruze Oukoku 2 (Japan)
SLPS-91493|Pachi-Slot Aruze Oukoku 2 (Japan) (PSone Books)
SLPS-02846|Pachi-Slot Aruze Oukoku 3 (Japan)
SLPS-03089|Pachi-Slot Aruze Oukoku 4 (Japan)
SLPS-91499|Pachi-Slot Aruze Oukoku 4 (Japan) (PSone Books)
SLPS-03088|Pachi-Slot Aruze Oukoku 4 Deluxe Pack (Japan)
SLPS-03280|Pachi-Slot Aruze Oukoku 5 (Japan)
SLPS-03440|Pachi-Slot Aruze Oukoku 7 (Japan) (Disc 2) (4th Reel Disc)
SLPS-02127|Pachi-Slot Kanzen Kouryaku - Aruze Koushiki Guide Volume 4 (Japan)
SLPS-01023|Pachi-Slot Kanzen Kouryaku - Cranky Pro (Japan)
SLPS-03110|Pachi-Slot Kanzen Kouryaku - Takasago Super Project (Japan)
SLPM-86962|Pachi-Slot Kanzen Kouryaku - Takasago Super Project 2 (Japan)
SLPS-00752|Pachi-Slot Kanzen Kouryaku - Universal Koushiki Guide Volume 1 (Japan)
SLPS-00943|Pachi-Slot Kanzen Kouryaku - Universal Koushiki Guide Volume 2 (Japan)
SLPS-01550|Pachi-Slot Kanzen Kouryaku - Universal Koushiki Guide Volume 3 (Japan)
SLPS-01927|Pachi-Slot Master - Sammy SP (Japan)
SLPS-03108|Pachi-Slot Teiou - Battle Knight, Atlantis Doom (Japan)
SLPS-03029|Pachi-Slot Teiou - Beat the Dragon 2 (Japan)
SLPS-03265|Pachi-Slot Teiou - Bunny Girl SP (Japan)
SLPS-03455|Pachi-Slot Teiou - Dateline Pegasus (Japan)
SLPS-03441|Pachi-Slot Teiou - Golgo 13 - Las Vegas (Japan)
SLPS-03158|Pachi-Slot Teiou - Maker Suishou Manual Vol. 2 - Ice Story (Japan)
SLPS-03130|Pachi-Slot Teiou - Maker Suishou Manual Vol. 3 - I'm Angel - White 2 & Blue 2 (Japan)
SLPS-03217|Pachi-Slot Teiou - Maker Suishou Manual Vol. 4 - Exhaust, Ooedo Sakura Fubuki 2 (Japan)
SLPS-03245|Pachi-Slot Teiou - Maker Suishou Manual Vol. 5 - Race Queen 2, Tomcat (Japan)
SLPS-03329|Pachi-Slot Teiou - Maker Suishou Manual Vol. 6 - Takarabune (Japan)
SLPS-03391|Pachi-Slot Teiou - Maker Suishou Manual Vol. 7 - Trick Monster 2 (Japan)
SLPS-03423|Pachi-Slot Teiou - Naniwa Sakura Fubuki (Japan)
SLPS-03442|Pachi-Slot Teiou - Shimauta-30, Twist, Nangoku Monogatari-30 (Japan)
SLPS-02905|Pachi-Slot Teiou - Yamasa Remix (Japan)
SLPS-02217|Pachi-Slot Teiou 2 - Kagetsu Two Pair, Beaver X (Japan)
SLPS-02413|Pachi-Slot Teiou 3 - Sea Master X, Epsilon R, Wai Wai Pulsar 2 (Japan)
SLPS-02564|Pachi-Slot Teiou 4 - Oicho Kaba X, Magical Pops, LequiO-30 (Japan)
SLPS-02888|Pachi-Slot Teiou 4 - Oicho Kaba X, Magical Pops, LequiO-30 (Japan) (Best of the Best)
SLPS-02627|Pachi-Slot Teiou 5 - Kongdom, Super Star Dust 2, Flying Momonga (Japan)
SLPS-03149|Pachi-Slot Teiou 5 - Kongdom, Super Star Dust 2, Flying Momonga (Japan) (Best of the Best)
SLPS-02657|Pachi-Slot Teiou 6 - Kung-Fu Lady, BangBang, Prelude 2 (Japan)
SLPS-02991|Pachi-Slot Teiou 7 - Maker Suishou Manual Vol. 1 - Beat the Dragon 2, Lupin Sansei, Hot Rod Queen (Japan)
SLPS-02114|Pachi-Slot Teiou Mini - Dr. A7 (Japan)
SLPS-02860|Pachinko & Pachi-Slot - Parlor! Pro EX - CR Inakappe Taishou A & Pachi-Slot Lupin Sansei (Japan)
SLPM-86006|Pachinko Dream (Japan)
SLPS-01089|Pachinko Hall - Shinsou Daikaiten (Japan)
SLPS-03254|Pachinko Teiou - CR Sore Ute Hama-chan 2 & CR Sore Yuke Matchan S (Japan)
SLPS-00037|Pachio-kun - Pachinko Land Adventure (Japan)
SLPS-02419|Pachitte Chonmage - Ouendan & C. C. Girls (Japan)
SLPS-02575|Pachitte Chonmage 2 - Kyoraku Kounin Tanukichi 2000 & Jungle P (Japan)
SLPS-03422|Pachitte Chonmage 3 - Kyoraku Kounin Gladiator & Tama-chan (Japan)
SLES-03576|Pajama Sam - You Are What You Eat from Your Head to Your Feet (Europe)
SLUS-01389|Pajama Sam - You Are What You Eat from Your Head to Your Feet (USA)
SLPS-00346|Pal - Shinken Densetsu (Japan)
SLPM-80079|Pal - Shinken Densetsu (Japan) (Demo)
SLPS-01820|Palm Town (Japan)
SLPM-87018|Palm Town (Japan) (Major Wave)
SLES-00965|Pandemonium 2 (Europe)
SLED-01015|Pandemonium 2 (France) (Demo)
SLUS-00578|Pandemonium 2 (USA)
SLUS-80578|Pandemonium 2 (USA) (Demo)
SLES-00526|Pandemonium! (Europe)
SLED-00570|Pandemonium! (Europe) (Demo)
SLUS-00232|Pandemonium! (USA)
SLPS-02391|Pandora Max Series Vol. 1 - Dragon Knights Glorious (Japan)
SLPS-02551|Pandora Max Series Vol. 2 - Shisha no Yobu Yakata (Japan)
SLPS-02637|Pandora Max Series Vol. 3 - Rubbish Blazon (Japan)
SLPS-02712|Pandora Max Series Vol. 4 - Catch! Kimochi Sensation (Japan)
SLPS-02944|Pandora Max Series Vol. 5 - Gochachiru (Japan)
SLPS-03106|Pandora Max Series Vol. 6 - Oni Zero - Fukkatsu (Japan)
SLPS-00347|Pandora Project - The Logic Master (Japan)
