ID|REDUMP_NAME
SLPM-86216|Captain Love (Japan)
SLPM-86767|Captain Love (Japan) (Major Wave)
SLPM-87060|Captain Tsubasa - Aratanaru Densetsu Joshou (Japan)
SLPS-00310|Captain Tsubasa J - Get in the Tomorrow (Japan)
SLUS-00494|Car and Driver Presents - Grand Tour Racing '98 (USA)
SLPS-02561|Cardcaptor Sakura - Clow Card Magic (Japan)
SLPS-02560|Cardcaptor Sakura - Clow Card Magic (Japan) (Genteiban)
SLUS-01379|Card Games (USA)
SLES-03206|Card Shark (Europe)
SCES-01043|Cardinal Syn (Europe)
SCES-01077|Cardinal Syn (France)
SCES-01205|Cardinal Syn (Italy)
SCES-01206|Cardinal Syn (Spain)
SCUS-94156|Cardinal Syn (USA)
SCUS-94265|Cardinal Syn (USA) (Demo)
SLES-01960|Carmageddon (Europe) (En,Fr,Es,It)
SLES-01961|Carmageddon (Germany) (En,Fr,De,Es)
SCES-00441|Carnage Heart (Europe) (En,Fr,De,Es,It)
SLPS-00151|Carnage Heart (Japan)
SCUS-94604|Carnage Heart (USA)
SCUS-94964|Carnage Heart (USA) (Mission Briefing)
SLPS-00919|Carnage Heart EZ (Easy Zapping) (Japan)
SLPM-80015|Carnage Heart Extra (Japan)
SLPS-00837|Carom Shot (Japan)
SLPS-01486|Carom Shot 2 (Japan)
SLPM-80267|Carom Shot 2 (Japan) (Demo)
SLPS-02935|Carton-kun (Japan)
SLPM-80572|Carton-kun (Japan) (Demo)
SLES-00045|Casper (Europe) (En,Fr,De)
SLUS-00162|Casper (USA)
SLES-03113|Casper - Friends Around the World (Europe) (En,Fr,De,Es,It)
SLUS-01245|Casper - Friends Around the World (USA)
SCPS-45196|Castlevania - Symphony of the Night (Asia)
SLUS-00067|Castlevania - Symphony of the Night (USA)
SLPM-86754|Castlevania Chronicle - Akumajou Dracula (Japan)
SLES-03532|Castlevania Chronicles (Europe)
SLUS-01384|Castlevania Chronicles (USA)
SLES-01182|Castrol Honda Superbike Racing (Europe) (En,Fr,De,It)
SLUS-00882|Castrol Honda Superbike Racing (USA)
SLES-02942|Castrol Honda VTR (Europe) (En,Fr,De,It)
SLUS-01579|Cat in the Hat, The (USA)
SLPS-00908|Cat the Ripper - 13Ninme no Tanteishi (Japan)
SLES-02825|Catan - Die erste Insel (Germany)
SLPS-01081|Cellophanes (Japan)
SCPS-10013|Center Shiken Trial - Eigo no Tetsujin (Japan)
SLES-01664|Centipede (Europe) (En,Es,Sv)
SLES-01900|Centipede (Europe) (Fr,De,It,Nl)
SLUS-00807|Centipede (USA)
SCED-01992|Cha Cha Special 04-99 Demo (Belgium, Netherlands) (En,Fr,Nl)
SLPS-02422|Chakushin Melody Damon (Japan)
SLPS-02847|Chakushin Melody Damon Gold (Japan)
SLPS-02556|Chakushin Melody Damon Volume.2 (Japan)
SLPS-02601|Chakushin Melody Damon Volume.3 (Japan)
SLPS-02707|Chakushin Melody Damon Volume.4 (Japan)
SLPM-86617|Champion Wrestler - Jikkyou Live (Japan)
SLES-02775|Championship Bass (Europe)
SLPS-02674|Championship Bass (Japan)
SLUS-01084|Championship Bass (USA)
SLES-03634|Championship Manager Quiz (Europe)
SLES-03252|Championship Motocross 2001 featuring Ricky Carmichael (Europe)
SLUS-01230|Championship Motocross 2001 featuring Ricky Carmichael (USA)
SLES-02200|Championship Motocross featuring Ricky Carmichael (Europe)
SLED-02385|Championship Motocross featuring Ricky Carmichael (Europe) (Demo)
SLUS-00790|Championship Motocross featuring Ricky Carmichael (USA)
SLES-03427|Championship Surfer (Europe) (En,Fr,De,Es,It,Nl)
SLUS-01216|Championship Surfer (USA)
SLES-03107|Chaos Break (Europe) (En,Fr,De,It)
SLPM-86363|Chaos Break (Japan)
SLPS-00168|Chaos Control (Japan)
SLPS-02415|Charumera (Japan)
SCES-02812|Chase the Express (Europe) (Disc 1)
SCES-12812|Chase the Express (Europe) (Disc 2)
SCES-02813|Chase the Express (France) (Disc 1)
SCES-12813|Chase the Express (France) (Disc 2)
SCES-02814|Chase the Express (Germany) (Disc 1)
SCES-12814|Chase the Express (Germany) (Disc 2)
SCES-02815|Chase the Express (Italy) (Disc 1)
SCES-12815|Chase the Express (Italy) (Disc 2)
SCPS-10109|Chase the Express (Japan, Asia) (Disc 1)
SCPS-10110|Chase the Express (Japan, Asia) (Disc 2)
SCES-02816|Chase the Express - El Expreso de la Muerte (Spain) (Disc 1)
SCES-12816|Chase the Express - El Expreso de la Muerte (Spain) (Disc 2)
SLES-02917|Checkmate (Europe)
SLPS-03136|Checkmate (Japan) (Renkaban)
SLES-04053|Checkmate II (Europe)
SLES-00053|Cheesy (Europe) (En,Fr)
SLPS-00893|Cheesy (Japan)
SLUS-01400|Chess (USA)
SLPS-02624|Chess 2000 (Japan)
SLES-00187|Chessmaster 3-D, The (Europe)
SLUS-00052|Chessmaster 3-D, The (USA)
SLES-02117|Chessmaster II (Europe)
SLUS-00886|Chessmaster II (USA)
SLPS-00331|Chessmaster, The (Japan)
SCES-00347|Chevaliers de Baphomet, Les (France)
SLES-03582|Chi Vuol Essere Miliardario (Italy)
SLES-03917|Chi Vuol Essere Milionario - Seconda Edizione (Italy)
SLPS-01834|Chibi Chara Game - Ginga Eiyuu Densetsu (Japan) (Disc 1) (Go! Go! Casino) (Shokai Tokuten Reinhart Genteiban)
SLPS-02025|Chibi Chara Game - Ginga Eiyuu Densetsu (Japan) (Disc 1) (Go! Go! Casino) (Shokai Tokuten Yan Genteiban)
SLPS-01835|Chibi Chara Game - Ginga Eiyuu Densetsu (Japan) (Disc 2) (Let's Sugoroku) (Shokai Tokuten Reinhart Genteiban)
SLPS-02026|Chibi Chara Game - Ginga Eiyuu Densetsu (Japan) (Disc 2) (Let's Surogoku) (Shokai Tokuten Yan Genteiban)
SLPS-00166|Chibi Maruko-chan - Maruko Enikki World (Japan)
SLES-03188|Chicken Run (Europe)
SLES-03285|Chicken Run (Europe) (Fr,De,Es,It)
SLUS-01304|Chicken Run (USA)
SLPS-01926|Chiisana Kyojin Microman (Japan)
SLPS-02750|Chiisana Oukoku Erutoria (Japan)
SLPM-86845|Chiki Chiki Machine Mou Race - Wacky Races (Japan)
SLED-01194|Chill (Europe) (Demo)
SLES-00711|Chill (Europe) (En,Fr,De,Es,It)
SLES-02297|China - The Forbidden City (Europe) (En,Es,Nl,Sv)
SLES-02090|Chine - Intrigue dans la Cite Interdite (France)
SLPS-02788|Chinmoku no Kantai - The Silent Service (Japan)
SLPM-80433|Chippoke Ralph no Daibouken - The Adventure of Little Ralph (Japan) (Demo)
SLPS-01853|Chippoke Ralph no Daibouken - The Adventure of Little Ralph (Japan) (Rev 1)
SLPS-01893|Chivas 1-2-3 - Destiny! Unmei wo Kaeru Mono! (Japan)
SLES-02079|Chocobo Racing (Europe)
SLUS-00844|Chocobo Racing (USA)
SLPS-01951|Chocobo Racing - Genkai e no Road (Japan)
SLPS-02520|Chocobo Stallion (Japan)
SLPS-01234|Chocobo no Fushigi na Dungeon (Japan)
SCPS-45371|Chocobo no Fushigi na Dungeon 2 (Japan, Asia) (Disc 1)
SLUS-00814|Chocobo's Dungeon 2 (USA)
SLPS-03400|Chocolate Kiss (Japan)
SLPS-00242|Choro Q (Japan)
SLPS-00710|Choro Q 2 (Japan)
SLPS-01244|Choro Q 3 (Japan)
SLPS-01140|Choro Q Jet - Rainbow Wings (Japan)
SLPS-01436|Choro Q Marine - Q-Boat (Japan)
SLPM-80227|Choro Q Marine - Q-Boat (Japan) (Demo)
SLPS-91015|Choro Q Ver. 1.02 (Japan)
SLPM-86902|Choro Q Wonderful! (Japan)
SLPM-86873|Chou Aniki - Kyuukyoku Muteki Ginga Saikyou Otoko (Japan)
SLPM-86299|Chou Hatsumei Boy Kanipan - Hirameki Wonderland (Japan)
SLPS-02005|Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 1)
SLPS-02006|Chou Jikuu Yousai Macross - Ai Oboete Imasu ka (Japan) (Disc 2)
SLPS-02490|Chou Jiryoku Senshi Microman - Generation 2000 (Japan)
SLPS-01368|Chou Mashin Eiyuuden Wataru - Another Step (Japan)
SLPS-02123|Chou Nazoou (Japan)
SLPS-01871|Chou Sentou Kyuugi Vanborg (Japan)
SLPS-00935|Chou-Kousoku Gran Doll (Japan)
SLPS-00869|Chou-Kousoku Gran Doll (Japan) (Disc 1) (Premium Edition)
SLPS-00870|Chou-Kousoku Gran Doll (Japan) (Disc 2) (Tokusei Premium Disc) (Premium Edition)
SLPS-00527|Choujin Gakuen - Gowcaizer (Japan)
SLPM-80396|Chouzetsu Daigirin '99-nen Natsu-ban (Japan)
SLES-00165|Chronicles of the Sword (Europe) (Disc 1)
SLES-10165|Chronicles of the Sword (Europe) (Disc 2)
SLES-00166|Chronicles of the Sword (France) (Disc 1)
SLES-10166|Chronicles of the Sword (France) (Disc 2)
SLES-00167|Chronicles of the Sword (Germany) (Disc 1)
SLES-10167|Chronicles of the Sword (Germany) (Disc 2)
SLES-00192|Chronicles of the Sword (Italy) (Disc 1)
SLES-10192|Chronicles of the Sword (Italy) (Disc 2)
SLES-00191|Chronicles of the Sword (Spain) (Disc 1)
SLES-10191|Chronicles of the Sword (Spain) (Disc 2)
SCUS-94700|Chronicles of the Sword (USA) (Disc 1)
SCUS-94701|Chronicles of the Sword (USA) (Disc 2)
SLPM-87395|Chrono Cross (Japan) (Disc 1)
SLPM-87396|Chrono Cross (Japan) (Disc 2)
SLUS-01041|Chrono Cross (USA) (Disc 1)
SLUS-01080|Chrono Cross (USA) (Disc 2)
SLPM-87374|Chrono Trigger (Japan)
SLES-02296|Cina - Crimini nella Citta Proibita (Italy)
SLES-04148|Cindy's Caribbean Holiday (Europe)
SLES-04147|Cindy's Fashion World (Europe)
SLPM-86565|Cinema Eikaiwa Series Dai-1-dan - Tengoku ni Ikenai Papa (Japan) (Disc 1) (Joukan)
SLPM-86566|Cinema Eikaiwa Series Dai-1-dan - Tengoku ni Ikenai Papa (Japan) (Disc 2) (Chuukan)
SLPM-86567|Cinema Eikaiwa Series Dai-1-dan - Tengoku ni Ikenai Papa (Japan) (Disc 3) (Gekan)
SLPM-86554|Cinema Eikaiwa Series Dai-2-dan - Interceptor (Japan) (Disc 1) (Joukan)
SLPM-86555|Cinema Eikaiwa Series Dai-2-dan - Interceptor (Japan) (Disc 2) (Chuukan)
SLPM-86556|Cinema Eikaiwa Series Dai-2-dan - Interceptor (Japan) (Disc 3) (Gekan)
SLPM-86551|Cinema Eikaiwa Series Dai-3-dan - Arashigaoka (Japan) (Disc 1) (Joukan)
SLPM-86552|Cinema Eikaiwa Series Dai-3-dan - Arashigaoka (Japan) (Disc 2) (Chuukan)
SLPM-86553|Cinema Eikaiwa Series Dai-3-dan - Arashigaoka (Japan) (Disc 3) (Gekan)
SLPM-86568|Cinema Eikaiwa Series Dai-4-dan - Boy's Life (Japan) (Disc 1)
SLPM-86569|Cinema Eikaiwa Series Dai-4-dan - Boy's Life (Japan) (Disc 2)
SLPM-86570|Cinema Eikaiwa Series Dai-4-dan - Boy's Life (Japan) (Disc 3)
SLPM-86571|Cinema Eikaiwa Series Dai-4-dan - Boy's Life (Japan) (Disc 4)
SLPM-86557|Cinema Eikaiwa Series Dai-5-dan - Zombie (Japan) (Disc 1)
SLPM-86558|Cinema Eikaiwa Series Dai-5-dan - Zombie (Japan) (Disc 2)
SLPM-86559|Cinema Eikaiwa Series Dai-5-dan - Zombie (Japan) (Disc 3)
SLPM-86560|Cinema Eikaiwa Series Dai-5-dan - Zombie (Japan) (Disc 4)
SLPM-86241|Cinema Eikaiwa Series Dai-6-dan - Ai no Hate ni (Japan) (Disc 1)
SLPM-86242|Cinema Eikaiwa Series Dai-6-dan - Ai no Hate ni (Japan) (Disc 2)
SLPM-86243|Cinema Eikaiwa Series Dai-6-dan - Ai no Hate ni (Japan) (Disc 3)
SLPM-86244|Cinema Eikaiwa Series Dai-6-dan - Ai no Hate ni (Japan) (Disc 4)
SCPS-10077|Circadia (Japan) (Disc 1)
SCPS-10078|Circadia (Japan) (Disc 2)
SLPS-00311|Circuit Beat (Japan)
SLES-00753|Circuit Breakers (Europe) (En,Fr,De,Es,It)
SLED-01403|Circuit Breakers (Europe) (En,Fr,De,Es,It) (Demo-Add-On Disc)
SLUS-00697|Circuit Breakers (USA)
SLES-00573|Cite des Enfants Perdus, La (France)
SLED-00734|Cite des Enfants Perdus, La (France) (Demo)
SLPS-00361|City Bravo! (Japan)
SLPS-02421|City Bravo! Business Hen (Japan)
SLES-00170|City of Lost Children, The (Europe) (En,Es,It)
SCUS-94150|City of Lost Children, The (USA) (En,Es,It)
SLES-00638|Ciudad de los ninos perdidos, La (Spain)
SLES-01794|Civilization II (Europe)
SLES-01795|Civilization II (France)
SLES-01796|Civilization II (Germany)
SLES-01797|Civilization II (Italy)
SLPS-01735|Civilization II (Japan)
SLES-01798|Civilization II (Spain)
SLUS-00792|Civilization II (USA)
SLPS-00618|Civizard - Majutsu no Keifu (Japan)
SLPS-00160|Classic Road (Japan)
SLPS-01325|Classic Road - Yuushun 2 (Japan)
SLPS-02039|Classic Road 2 (Japan)
SLES-03935|Cleopatra Fortune (Europe)
SLPS-03187|Cleopatra Fortune (Japan)
SLUS-01491|Cleopatra's Fortune (USA)
SLPM-80482|Click Manga (Japan) (Demo)
SLPS-02354|Click Manga - Click no Hi (Japan)
SLPS-02131|Click Manga - Dynamic Robot Taisen 1 - Shutsugeki! Kyoui no Robot Gundan!! (Japan)
SLPS-02407|Click Manga - Dynamic Robot Taisen 2 - Kyoufu! Akuma Zoku Fukkatsu (Japan)
SLPS-02128|Click Manga - Ginga Eiyuu Densetsu 1 - Eien no Yoru no Naka de (Japan)
SLPS-02353|Click Manga - Ginga Eiyuu Densetsu 2 - Iserlohn Kouryaku (Japan)
SLPS-02130|Click Manga - Opera-za no Kaijin (Japan)
SLPS-01838|Click Medic (Japan)
SLES-00870|Clock Tower (Europe)
SLES-00871|Clock Tower (France)
SLES-00872|Clock Tower (Germany)
SLUS-00539|Clock Tower (USA)
SLPS-01290|Clock Tower - Ghost Head (Japan)
SLPM-80219|Clock Tower - Ghost Head (Japan) (Demo)
SLPS-00917|Clock Tower - The First Fear (Japan)
SLPS-00657|Clock Tower 2 (Japan)
SLPM-80062|Clock Tower 2 (Japan) (Demo 1)
SLPM-80063|Clock Tower 2 (Japan) (Demo 2)
SLUS-00695|Clock Tower II - The Struggle Within (USA)
SLPS-00387|ClockWerx (Japan)
SLES-02766|Cochons de Guerre, Les (France)
SLPS-01569|Cocktail Harmony (Japan)
SLUS-90091|Codemasters Demo CD (USA)
SLED-02809|Codemasters Demo Disk (Europe)
SLED-03094|Codemasters Q3 2000 Demo (Europe)
SCUS-94409|Codename - Tenka (USA)
SCES-02151|Cold Blood (Germany) (Disc 1)
SCES-12151|Cold Blood (Germany) (Disc 2)
SLPM-80380|Colin McRae - The Rally (Japan) (Demo)
SLPS-01938|Colin McRae - The Rally (Japan) (En,Ja)
SLPS-02878|Colin McRae - The Rally 02 (Japan)
SLED-01380|Colin McRae Rally (Europe) (Demo)
SLES-00477|Colin McRae Rally (Europe) (En,Fr,De,Es)
SLED-01381|Colin McRae Rally (Germany) (Demo)
SLES-01204|Colin McRae Rally (Italy)
SLED-01388|Colin McRae Rally (Italy) (Demo)
SCUS-94474|Colin McRae Rally (USA)
SLES-02605|Colin McRae Rally 2.0 (Europe) (En,Fr,De,Es,It)
SLUS-01222|Colin McRae Rally 2.0 (USA) (En,Fr,Es)
SLUS-00196|College Slam (USA)
SLES-00860|Colony Wars (Europe) (Disc 1)
SLES-10860|Colony Wars (Europe) (Disc 2)
SLED-00091|Colony Wars (Europe) (Fr,De) (Demo)
SLES-00861|Colony Wars (France) (Disc 1)
SLES-10861|Colony Wars (France) (Disc 2)
SLES-00862|Colony Wars (Germany) (Disc 1)
SLES-10862|Colony Wars (Germany) (Disc 2)
SLES-00863|Colony Wars (Italy) (Disc 1)
SLES-10863|Colony Wars (Italy) (Disc 2)
SLPM-80304|Colony Wars (Japan) (Demo)
SLPS-01403|Colony Wars (Japan) (Disc 1)
SLPS-01404|Colony Wars (Japan) (Disc 2)
SLES-00864|Colony Wars (Spain) (Disc 1)
SLES-10864|Colony Wars (Spain) (Disc 2)
SLUS-00543|Colony Wars (USA) (Disc 1)
SLUS-00554|Colony Wars (USA) (Disc 2)
SCES-02624|Colony Wars - El Sol Rojo (Spain)
SCES-01924|Colony Wars - Red Sun (Europe)
SCES-02621|Colony Wars - Red Sun (France)
SCES-02622|Colony Wars - Red Sun (Germany)
SCES-02623|Colony Wars - Red Sun (Italy)
SLUS-00866|Colony Wars - Red Sun (USA)
SLES-01392|Colony Wars - Vengeance (Europe)
SLED-01471|Colony Wars - Vengeance (Europe) (Demo)
SLES-01405|Colony Wars - Vengeance (France)
SLES-01406|Colony Wars - Vengeance (Germany)
SLES-01407|Colony Wars - Vengeance (Italy)
SLES-01408|Colony Wars - Vengeance (Spain)
SLUS-00722|Colony Wars - Vengeance (USA)
SLPS-02794|Colorful Logic (Japan)
SLPS-03115|Colorful Logic 2 (Japan)
SLPS-03239|Colorful Logic 3 (Japan)
SLPS-01904|Combat Choro Q (Japan)
SLPM-86515|Combi Mahjong Awase uchi with Maboroshi Tsukiyo Characters (Japan)
SLPS-01429|Combination Pro Soccer - J.League no Kantoku ni Natte Sekai o Mezase! (Japan)
SLPM-80402|Comic Bom Bom - DigimonWorld Premium Disc (Japan)
SLES-00530|Command & Conquer (Europe) (Disc 1) (GDI)
SLES-10530|Command & Conquer (Europe) (Disc 2) (NOD)
SLES-00531|Command & Conquer (France) (Disc 1) (GDI)
SLES-10531|Command & Conquer (France) (Disc 2) (NOD)
SLUS-00379|Command & Conquer (USA) (Disc 1) (GDI)
SLUS-00410|Command & Conquer (USA) (Disc 2) (NOD)
SLED-01270|Command & Conquer - Alarmstufe Rot & Bloody Roar (Germany) (Demo)
SLES-01007|Command & Conquer - Alarmstufe Rot (Germany) (Disc 1)
SLES-11007|Command & Conquer - Alarmstufe Rot (Germany) (Disc 2)
SLES-01345|Command & Conquer - Alarmstufe Rot - Gegenschlag (Germany) (Disc 1) (Die Alliierten)
SLES-11345|Command & Conquer - Alarmstufe Rot - Gegenschlag (Germany) (Disc 2) (Die Sowjets)
SLED-01067|Command & Conquer - Alerte Rouge (France) (Demo)
SLES-01006|Command & Conquer - Alerte Rouge (France) (Disc 1) (Allies)
SLES-11006|Command & Conquer - Alerte Rouge (France) (Disc 2) (Sovietiques)
SLES-01344|Command & Conquer - Alerte Rouge - Mission Tesla (France) (Disc 1) (Allies)
SLES-11344|Command & Conquer - Alerte Rouge - Mission Tesla (France) (Disc 2) (Sovietiques)
SLED-01255|Command & Conquer - Red Alert & Bloody Roar (Europe)
SLES-00949|Command & Conquer - Red Alert (Europe) (Disc 1) (Allies)
SLES-10949|Command & Conquer - Red Alert (Europe) (Disc 2) (Soviet)
SLUS-00431|Command & Conquer - Red Alert (USA) (Disc 1) (Allies)
SLUS-00485|Command & Conquer - Red Alert (USA) (Disc 2) (Soviet)
SLES-01343|Command & Conquer - Red Alert - Retaliation (Europe) (Disc 1) (Allies)
SLES-11343|Command & Conquer - Red Alert - Retaliation (Europe) (Disc 2) (Soviet)
SLUS-00665|Command & Conquer - Red Alert - Retaliation (USA) (Disc 1) (Allies)
SLUS-00667|Command & Conquer - Red Alert - Retaliation (USA) (Disc 2) (Soviet)
SLED-00695|Command & Conquer - Teil 1 - Der Tiberiumkonflikt (Germany) (Demo)
SLES-00532|Command & Conquer - Teil 1 - Der Tiberiumkonflikt (Germany) (Disc 1) (GDI)
SLES-10532|Command & Conquer - Teil 1 - Der Tiberiumkonflikt (Germany) (Disc 2) (NOD)
SLPM-80222|Command & Conquer Complete (Japan) (Demo)
SLPS-00976|Command & Conquer Complete (Japan) (Disc 1) (GDI)
SLPS-00977|Command & Conquer Complete (Japan) (Disc 2) (NOD)
SLPS-00817|Community Pom (Japan)
SLPS-02116|Community Pom - Omoide o Dakishimete (Japan)
SLED-02310|Compilation 01 (Australia)
SLED-02439|Compilation 03 (Australia)
SLED-02440|Compilation 04 (Australia)
SLPS-01062|Complete Soccer Onside (Japan)
SLES-00927|Constructor (Europe) (En,Fr,De,Es)
SLES-01428|Constructor (Italy)
SCUS-94294|Contender (USA)
SCUS-94380|Contender (USA) (Demo)
SLUS-01305|Contender 2 (USA)
SLES-00608|Contra - Legacy of War (Europe)
SLUS-00288|Contra - Legacy of War (USA)
SLPS-01146|Conveni 2, The - Zenkoku Chain Tenkai da! (Japan)
SLPM-86691|Conveni 2, The - Zenkoku Chain Tenkai da! (Japan) (Major Wave)
SLPS-01301|Conveni Special, The - Mitsu no Sekai o Dokusen seyo (Japan)
SLPS-00782|Conveni, The - Ano Machi o Dokusen seyo (Japan)
SLPM-86655|Conveni, The - Ano Machi o Dokusen seyo (Japan) (Major Wave)
SCES-00568|Cool Boarders (Europe)
SLPS-00456|Cool Boarders (Japan)
SCUS-94356|Cool Boarders (USA)
SCES-00992|Cool Boarders 2 (Europe)
SCUS-94358|Cool Boarders 2 (USA)
SLPM-80143|Cool Boarders 2 - Killing Session (Japan) (Demo)
SCPS-45103|Cool Boarders 2 - Killing Session (Japan, Asia)
SCUS-94597|Cool Boarders 2001 (USA)
SCUS-94625|Cool Boarders 2001 (USA) (Demo)
SCES-01615|Cool Boarders 3 (Europe)
SLPS-01698|Cool Boarders 3 (Japan)
SCUS-94251|Cool Boarders 3 (USA)
SCUS-94374|Cool Boarders 3 (USA) (Demo)
SCES-02283|Cool Boarders 4 (Europe)
SLPS-02527|Cool Boarders 4 (Japan)
SLPM-80539|Cool Boarders 4 (Japan) (Demo)
SCUS-94559|Cool Boarders 4 (USA)
SCUS-94388|Cool Boarders 4 (USA) (Demo)
SLPS-00499|Cooly Skunk (Japan)
SLES-01269|Copa del Mundo - Francia '98 (Spain)
SLPS-00009|Cosmic Race (Japan)
SLPM-86484|Cosmowarrior Zero (Japan)
SLPS-02504|Countdown Vampires (Japan) (Disc 1)
SLPS-02505|Countdown Vampires (Japan) (Disc 2)
SLUS-00898|Countdown Vampires (USA) (Disc 1)
SLUS-01199|Countdown Vampires (USA) (Disc 2)
SLES-01266|Coupe du Monde 98 (France)
SLES-00326|Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It)
SLPS-01128|Courier Crisis - The Saga of the Modern Fatalist (Japan)
SLUS-00442|Courier Crisis - The Saga of the Modern Fatalist (USA)
SLUS-01151|Covert Ops - Nuclear Dawn (USA) (Disc 1)
SLUS-01157|Covert Ops - Nuclear Dawn (USA) (Disc 2)
SLPS-01126|Cowboy Bebop (Japan)
SCES-00344|Crash Bandicoot (Europe)
SCPS-10031|Crash Bandicoot (Japan, Asia)
SCUS-94900|Crash Bandicoot (USA)
SCUS-94244|Crash Bandicoot - Warped (USA)
SCUS-94289|Crash Bandicoot - Warped (USA) (Demo)
SCES-00967|Crash Bandicoot 2 - Cortex Strikes Back (Europe) (En,Fr,De,Es,It)
SCUS-94154|Crash Bandicoot 2 - Cortex Strikes Back (USA)
SCPS-10047|Crash Bandicoot 2 - Cortex no Gyakushuu! (Japan)
SCPS-10073|Crash Bandicoot 3 - Buttobi! Sekai Isshuu (Japan)
SCES-01420|Crash Bandicoot 3 - Warped (Europe) (En,Fr,De,Es,It)
SCPS-10140|Crash Bandicoot Carnival (Japan)
SCPS-10118|Crash Bandicoot Racing (Japan)
SCUS-94654|Crash Bash & Spyro - Year of the Dragon (USA) (Demo)
SCES-02834|Crash Bash (Europe) (En,Fr,De,Es,It)
SCUS-94570|Crash Bash (USA)
SCUS-94616|Crash Bash (USA) (Demo)
SLPS-02582|Crazy Climber 2000 (Japan)
SLPS-00120|Creature Shock (Japan) (Disc 1)
SLPS-00121|Creature Shock (Japan) (Disc 2)
SLES-03690|Creatures (Europe) (En,Fr,De,Es,It)
SLUS-01438|Creatures (USA)
SLES-04111|Creatures - Raised in Space (Europe) (En,Fr,De,Es,It)
SLUS-01553|Creatures - Raised in Space (USA)
SLES-02495|Cricket 2000 (Europe)
SCPS-10003|Crime Crackers (Japan)
SCPS-10037|Crime Crackers 2 (Japan)
SLED-01085|Crime Killer (Europe) (Demo)
SLES-00954|Crime Killer (Europe) (En,Fr,De,Es,It)
SLED-01305|Crime Killer (Germany) (Demo)
SLUS-00576|Crime Killer (USA)
SLUS-90020|Crime Killer (USA) (Demo)
SLES-02793|Crisis Beat (Europe)
SLPS-01430|Crisis Beat (Japan)
SLPS-01269|Crisis City (Japan)
SLPS-01044|Critical Blow (Japan)
SLES-00136|Critical Depth (Europe)
SLUS-00428|Critical Depth (USA)
SLES-00196|Criticom (Europe)
SLUS-00046|Criticom (USA)
SLPS-00229|Criticom - The Critical Combat (Japan)
SLES-00593|Croc - Legend of the Gobbos (Europe)
SLED-00038|Croc - Legend of the Gobbos (Europe) (Demo)
SLUS-00530|Croc - Legend of the Gobbos (USA)
SLED-02119|Croc 2 (Europe) (Demo)
SLES-02088|Croc 2 (Europe) (En,Fr,De,Es,It,Nl,Sv)
SLUS-00634|Croc 2 (USA)
SLUS-90056|Croc 2 (USA) (Demo)
SLPM-86310|Croc Adventure (Japan)
SLPM-80473|Croc Adventure (Japan) (Demo)
SLPS-01055|Croc! Pau-Pau Island (Japan)
SLPM-80173|Croc! Pau-Pau Island (Japan) (Demo)
SLPM-87235|Croket! Kindan no Kinka Box! (Japan)
SLPS-00713|Cross Romance - Koi to Mahjong to Hanafuda to (Japan)
SLPM-86280|Cross Tantei Monogatari (Japan) (Disc 1)
SLPM-86281|Cross Tantei Monogatari (Japan) (Disc 2)
SLPM-80461|Cross Tantei Monogatari (Japan) (Taikenban)
SLPM-86638|Cross Tantei Monogatari 1 - Zenpen (Japan)
SLUS-01342|Crossroad Crisis (USA)
SLES-00279|Crow, The - City of Angels (Europe)
SLES-00648|Crow, The - City of Angels (Germany)
SLPS-00769|Crow, The - City of Angels (Japan)
SLUS-00242|Crow, The - City of Angels (USA)
SLPS-01558|Crown Knights, The - Jaja-Uma! Quartet - Mega Dream Destruction (Japan)
SLES-00587|Crusader - No Remorse (Europe)
SLES-00588|Crusader - No Remorse (France)
SLES-00589|Crusader - No Remorse (Germany)
SLUS-00268|Crusader - No Remorse (USA)
SLES-02582|Crusaders of Might and Magic (Europe)
SLES-02583|Crusaders of Might and Magic (France)
SLES-02584|Crusaders of Might and Magic (Germany)
SLES-02692|Crusaders of Might and Magic (Italy)
SLES-02691|Crusaders of Might and Magic (Spain)
SLUS-00799|Crusaders of Might and Magic (USA)
SLES-00292|Crypt Killer (Europe)
SLUS-00335|Crypt Killer (USA)
SLPS-01026|Cu-On-Pa (Japan)
SLPM-80142|Cu-On-Pa (Japan) (Demo)
SLES-03729|Cubix Robots for Everyone - Race 'n Robots (Europe)
SLUS-01422|Cubix Robots for Everyone - Race 'n Robots (USA)
SLPM-80451|Culdcept - Cepter's Guild Vol. 1 (Japan)
SLPM-86658|Culdcept - Expansion Plus (Japan)
SLPS-01711|Curiosity Kills the Cat Koukishin wa Neko o Korosu ka (Japan)
SLPS-01864|Cyber Daisenryaku - Shutsugeki! Haruka Tai (Japan)
SLPS-01048|Cyber Egg - Battle Champion (Japan)
SLPS-01910|Cyber Org (Japan)
SCES-00006|CyberSled (Europe)
SLPS-00023|CyberSled (Japan)
SLUS-00008|CyberSled (USA)
SLES-00114|CyberSpeed (Europe) (En,Fr,De)
SLPS-00396|CyberSpeed (Japan)
SLUS-00116|CyberSpeed (USA)
SLES-02371|CyberTiger (Australia)
SLES-02370|CyberTiger (Europe) (En,Fr,De,Es,Sv)
SLUS-01004|CyberTiger (USA)
SLPS-01011|Cyberbots - Fullmetal Madness (Japan)
